,JCAT,Piece,Name,LDate,TLast,TOp,TDate,TF,Program,Plane,Att,Mvr,Class,Category,UNState,UNReg,UNPeriod,UNPerigee,UNApogee,UNInc,Result,Control,Discipline,Comment
131,S00371,1962 A PI 1,,1962 Aug 25,1962 Aug 25,1962 Aug 25,1962 Aug 25,,2MV,,,,C,PLAN,[SU],,,,,,F,,PL,"Venus probe, failed"
132,S00374,1962 A RHO 1,[Mariner 2],1962 Aug 27,1963 Jan  2,1963 Jan  2,1963 Jan  2,,Mariner,,,,C,PLAN,US,A/AC.105/INF.017,,,,,S,,PL,Venus flyby
133,S00377,1962 A SIG,,1962 Aug 29,1962 Sep  2,1962 Sep  2,1962 Sep  2,,CORONA M,,,,D,IMG,US,A/AC.105/INF.017,90.4,184,402,65.2,S,,,
134,S00381,1962 A TAU 1,,1962 Sep  1,1962 Sep  1,1962 Sep  1,1962 Sep  1,,2MV,,,,C,PLAN,[SU],,,,,,F,,PL,"Venus probe, failed"
135,S00385,1962 A UPS,FTV 1132,1962 Sep  1,1962 Sep  6,1962 Sep  6,1962 Sep  6,,CORONA ARGON,,,,D,IMG,US,A/AC.105/INF.019,,,,,S,,,
136,S00389,1962 A PHI 1,,1962 Sep 12,1962 Sep 12,1962 Sep 12,1962 Sep 12,,2MV,,,,C,PLAN,[SU],,,,,,F,,PL,"Venus probe, failed"
137,S00396,1962 A CHI,,1962 Sep 17,1962 Sep 19,1962 Sep 19,1962 Sep 19,,CORONA M,,,,D,IMG,US,A/AC.105/INF.020,92.8,199,617,81.9,S,,P,Particles
138,S00397,1962 A PSI 1,[Tiros VI],1962 Sep 18,1963 Oct 12,1963 Oct 12,1963 Oct 12,,Tiros E,,,,C,MET,US,A/AC.105/INF.020,98.7,681,716,58.3,S,,,
139,S00422,1962 A OME 1,Cosmos 9,1962 Sep 27,1962 Oct  1,1962 Oct  1,1962 Oct  1 0923,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.024,,301,358,65.0,S,,P,Particles
140,S00424,1962 B ALP 1,[Alouette],1962 Sep 29,1971 Dec 16,1971 Dec 16,1971 Dec 16,,Alouette,,,,C,SCI,US*,A/AC.105/INF.020,105.5,1004,1029,80.5,S,,ION/RFA*,Ionospheric sounder
141,S00426,1962 B ALP 2,[TAVE],1962 Sep 29,1962 Sep 29,1962 Sep 29,1962 Sep 29,,NASA Small,,,,C,TECH,US,A/AC.105/INF.020,105.5,1001,1026,80.5,S,,,
142,S00427,1962 B BET,,1962 Sep 29,1962 Oct  3,1962 Oct  3,1962 Oct  3,,CORONA M,,,,D,IMG,US,A/AC.105/INF.020,90.3,191,388,65.4,S,,,
143,S00432,1962 B GAM 1,[Explorer XIV],1962 Oct  2,1963 Aug 11,1963 Aug 11,1963 Aug 11,,Explorer EPE,,,,C,SCI,US,A/AC.105/INF.021,2185.0,281,98533,33.0,S,,P/F*,Magnetosphere
144,S00433,1962 B DEL 1,[Sigma 7],1962 Oct  3,1962 Oct  3,1962 Oct  3,1962 Oct  3 2128,,Mercury MA,,,D,C,SS,US,A/AC.105/INF.021,,,,,S,,P,"Radiation, Earth imaging"
145,S00436,1962 B EPS,FTV 1134,1962 Oct  9,1962 Oct 14,1962 Oct 14,1962 Oct 14,,CORONA ARGON,,,,D,IMG,US,A/AC.105/INF.021,,,,,S,,,
146,S00437,1962 B ZET 1,Cosmos 10,1962 Oct 17,1962 Oct 21,1962 Oct 21,1962 Oct 21 0750,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.024,,210,380,65.0,S,,P,Particles
147,S00439,1962 B ETA 1,[Ranger V],1962 Oct 18,1962 Oct 21?,1962 Oct 21?,1962 Oct 21?,,Ranger II,,,,C,PLAN,US,A/AC.105/INF.022,,,,,F,,PL,"Lunar probe, missed"
148,S00441,1962 B THE 1,Cosmos 11,1962 Oct 20,1962 Oct 28,1962 Oct 28,1962 Oct 28,,DS-A1,,,,C,SCI,SU,A/AC.105/INF.024,,245,921,49.0,S,,ION/P*,Ionosphere
149,S00443,1962 B IOT 1,,1962 Oct 24,1962 Oct 24,1962 Oct 24,1962 Oct 24,,2MV,,,,C,PLAN,[SU],,,,,,F,,PL,"Mars probe, failed"
150,S00444,1962 B KAP,,1962 Oct 26,1962 Dec 13,1962 Dec 13,1962 Dec 13,,CORONA E,,,,D,SCI,US,A/AC.105/INF.022,147.8,194,5569,71.4,S,,P/F*,Studied artificial rad belt
151,S00445,1962 B LAM 1,[Explorer XV],1962 Oct 27,1963 Feb  9,1963 Feb  9,1963 Feb  9,,Explorer EPE,,,,C,SCI,US,A/AC.105/INF.022,314.8,302,17625,18.0,S,,P/F*,Studied artificial rad belt
152,S00446,1962 B MU 1,[Anna 1B],1962 Oct 31,1965 Jun  1,1965 Jun  1,1965 Jun  1,,ANNA,,,,D,GEOD,US,A/AC.105/INF.022,107.8,1078,1181,50.1,S,,GEOD,Geodesy
153,S00450,1962 B NU 3,Mars 1,1962 Nov  1,1963 Mar 21,1963 Mar 21,1963 Mar 21,,2MV,,,,C,PLAN,SU,A/AC.105/INF.024,,,,,F,,PL,"Mars probe, failed"
154,S00451,1962 B XI 1,,1962 Nov  4,1962 Nov  4,1962 Nov  4,1962 Nov  4,,2MV,,,,C,PLAN,[SU],,,,,,F,,PL,"Mars probe, failed"
155,S00453,1962 B OMI,,1962 Nov  5,1962 Nov 10,1962 Nov 10,1962 Nov 10,,CORONA M,,,,D,IMG,US,A/AC.105/INF.023,90.6,198,405,75.0,S,,P,Particles
156,S00455,1962 B PI,,1962 Nov 11,1962 Nov 12,1962 Nov 12,1962 Nov 12,,SAMOS E-6,,,D,D,IMG,US,A/AC.105/INF.023,,,,,S,,,
157,S00481,1962 B RHO,,1962 Nov 24,1962 Nov 29,1962 Nov 29,1962 Nov 29,,CORONA M,,,,D,IMG,US,A/AC.105/INF.025,89.8,207,325,65.2,S,,P,Particles
158,S00490,1962 B SIG,,1962 Dec  4,1962 Dec  6,1962 Dec  6,1962 Dec  6,,CORONA M,,,,D,IMG,US,A/AC.105/INF.026,,,,,S,,,
159,S00502,1962 B TAU 1,[POPPY 1A],1962 Dec 13,1965 May  4,1965 Dec,1965 Dec,,POPPY,,,,D,SIG,US,A/AC.105/INF.026,116.2,246,2774,70.4,S,,,
160,S00503,1962 B UPS 1,[Relay One],1962 Dec 13,1965 Feb 10,1965 Feb 10,1965 Feb 10,,Relay,,,,C,COM,US,A/AC.105/INF.026,184.9,1298,7456,47.8,S,,,
161,S00504,1962 B TAU 2,[Injun 3],1962 Dec 13,1963 Nov 20,1963 Nov 20,1963 Nov 20,,Injun,,,,C,SCI,US,A/AC.105/INF.026,116.3,246,2782,70.3,S,,P,Particles
162,S00505,1962 B PHI,FTV 1156,1962 Dec 14,1962 Dec 18,1962 Dec 18,1962 Dec 18,,CORONA M,,,,D,IMG,US,A/AC.105/INF.026,,,,,S,,,
163,S00506,1962 B CHI,[Explorer XVI],1962 Dec 16,1963 Jul 25,1963 Jul 25,1963 Jul 25,,Explorer MME,,,,C,SCI,US,A/AC.105/INF.027,104.3,748,1181,52.0,S,,MM*,Micrometeors
164,S00507,1962 B TAU 3,,1962 Dec 13,1962 Dec 13,1962 Dec 13,1962 Dec 13,,NRL Cal,,,,D,CAL,US,A/AC.105/INF.026,115.6,225,2735,70.3,S,,,
165,S00508,1962 B TAU 4,,1962 Dec 13,1965 Dec,1965 Dec,1965 Dec,,SURCAL,,,,D,CAL,US,A/AC.105/INF.026,116.2,233,2782,70.4,S,,,
166,S00509,1962 B PSI 1,[Transit 5A],1962 Dec 19,1962 Dec 19,1962 Dec 19,1962 Dec 19,,Transit 5,,,,D,NAV,US,A/AC.105/INF.027,99.2,705,726,90.6,F,,,
167,S00513,1962 B TAU 5,[POPPY 1B],1962 Dec 13,1965 Dec,1965 Dec,1965 Dec,,POPPY,,,,D,SIG,US,A/AC.105/INF.027,116.0,234,2765,70.3,S,,,
168,S00517,1962 B OME 1,Cosmos 12,1962 Dec 22,1962 Dec 30,1962 Dec 30,1962 Dec 30 0728?,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.034,,211,405,65.0,S,,P,Particles
169,S00520,1962 B TAU 6,,1962 Dec 13,1962 Dec 16?,1962 Dec 16?,1962 Dec 16?,,AFTRACK,,,,D,SIG,US,A/AC.105/INF.027,116.0,248,2769,70.4,S,,,[Registered as debris]
170,S00522,1963-001B,,1963 Jan  4,1963 Jan  4,1963 Jan  4,1963 Jan  4,,E-6,,,M,C,PLAN,[SU],,,,,,F,NIP-10 Simferopol,PL,"Lunar probe, missed"
171,S00525,1963-002A,,1963 Jan  7,1963 Jan 11,1963 Jan 11,1963 Jan 11,,CORONA M,,,,D,IMG,US,A/AC.105/INF.029,90.5,210,394,82.0,S,,,
172,S00527,1963-003A,,1963 Jan 16,1963 Jan 18,1963 Jan 18,1963 Jan 18,,SAMOS F-2,,,,D,SIG,US,A/AC.105/INF.030,94.7,480,519,82.0,S,,,
173,S00533,1963-005A,,1963 Feb 19,1964 Jan,1964 Jan,1964 Jan,,P35,,,,D,MET,US,A/AC.105/INF.032,97.8,491,801,100.5,S,,,
174,S00553,1963-004A,[Syncom I],1963 Feb 14,1963 Feb 14,1963 Feb 14,1963 Feb 14,,Syncom,,,M,C,COM,US,A/AC.105/INF.031,1426.6,34185,37021,33.5,F,,,
175,S00554,1963-006A,Cosmos 13,1963 Mar 21,1963 Mar 29,1963 Mar 29,1963 Mar 29 0635?,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.034,,205,337,65.0,S,,,
176,S00562,1963-007A,,1963 Apr  1,1963 Apr  5,1963 Apr  5,1963 Apr  5,,CORONA M,,,,D,IMG,US,A/AC.105/INF.037,90.6,207,409,75.4,S,,,
177,S00564,1963-009A,[Explorer XVII],1963 Apr  3,1963 Oct  7,1963 Oct  7,1963 Oct  7,,Explorer AE,,,,C,SCI,US,A/AC.105/INF.037,96.4,255,916,57.6,S,,ATM*,Aeronomy satellite
178,S00566,1963-008B,Luna 4,1963 Apr  2,1963 Apr 15,1963 Apr 15,1963 Apr 15,,E-6,,,M,C,PLAN,SU,A/AC.105/INF.034,,,,,F,,PL,"Lunar probe, missed"
179,S00567,1963-010A,Kosmos-14,1963 Apr 13,1963?,1963?,1963?,,Omega-1,,,,C,TECH,SU,A/AC.105/INF.036,,265,512,49.0,S,,,
180,S00569,1963-011A,Kosmos-15,1963 Apr 22,1963 Apr 27,1963 Apr 27,1963 Apr 27 0645?,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.036,,173,371,65.0,S,,,
181,S00571,1963-012A,Kosmos-16,1963 Apr 28,1963 May  8,1963 May  8,1963 May  8 0650?,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.036,,207,401,65.0,S,,P,Particles
182,S00573,1963-013A,[Telstar II],1963 May  7,1965 May  7,1965 May  7,1965 May  7,,TSX,,,,B,COM,US,A/AC.105/INF.040,225.0,867,10797,43.7,S,,,
183,S00574,1963-014A,,1963 May  9,1963 Jun 25,1963 Jun 25,1963 Jun 25,,Midas ETS-III,,,,D,EW,US,A/AC.105/INF.040,166.6,3627,3694,87.4,S,,,
184,S00576,1963-015A,[Faith 7],1963 May 15,1963 May 16,1963 May 16,1963 May 16 2324,,Mercury MA,,,D,C,SS,US,A/AC.105/INF.040,88.7,161,268,32.6,S,,ATM,"Airglow, radiation"
185,S00578,1963-016A,,1963 May 18,1963 May 20,1963 May 20,1963 May 20,,LANYARD,,,,D,IMG,US,A/AC.105/INF.041,,,,,S,,,
186,S00579,1963-014B,,1963 May  9,1963 Aug  9,1963 Aug  9,1963 Aug  9,,TRS I,,,,D,TECH,US,A/AC.105/INF.040,166.5,3615,3705,87.4,S,,,
187,S00580,1963-017A,Cosmos 17,1963 May 22,1963 May 30,1963 May 30,1963 May 30,,DS-A1,,,,D,EW,SU,A/AC.105/INF.039,,260,788,49.0,S,,ION/P*,Ionosphere
188,S00586,1963-018A,Cosmos 18,1963 May 24,1963 Jun  2,1963 Jun  2,1963 Jun  2 0748?,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.039,,209,301,65.0,S,,,
189,S00589,1963-014D,[DASH],1963 May  9,1963 May  9,1963 May  9,1963 May  9,,DASH,,,,D,CAL,US,A/AC.105/INF.040,166.5,3606,3683,87.4,S,,ATM,Drag sphere
190,S00590,1963-019A,,1963 Jun 12,1963 Jun 16,1963 Jun 16,1963 Jun 16,,CORONA M,,,,D,IMG,US,A/AC.105/INF.042,90.7,205,425,81.5,F,,,
191,S00591,1963-020A,Vostok 5,1963 Jun 14,1963 Jun 19,1963 Jun 19,1963 Jun 19 1059,,Vostok3A,,,D,C,SS,SU,A/AC.105/INF.039,,175,222,65.0,S,,P/BIO,"Rad. dose, spectra"
192,S00593,1963-021A,,1963 Jun 15,1963 Jul 20,1963 Jul 20,1963 Jul 20,,AFTRACK,,,,D,SIG,US,A/AC.105/INF.042,95.2,178,883,69.9,S,,,[Registered as debris]
193,S00594,1963-022A,,1963 Jun 16,1974 Aug 14,1974 Aug 14,1974 Aug 14,,Transit 5,,,,D,NAV,US,A/AC.105/INF.043,100.7,747,852,90.0,S,,,
194,S00595,1963-023A,Vostok 6,1963 Jun 16,1963 Jun 19,1963 Jun 19,1963 Jun 19 0815,,Vostok3A,,,D,C,SS,SU,A/AC.105/INF.039,,183,233,65.0,S,,P/BIO,"Rad. dose, spectra"
195,S00597,1963-021F,,1963 Jun 15,1963 Jul  5,1963 Jul  5,1963 Jul  5,,SURCAL,,,,D,CAL,US,A/AC.105/INF.042,94.9,184,859,69.9,S,,,
196,S00598,1963-021E,,1963 Jun 15,1963 Jul 27,1963 Jul 27,1963 Jul 27,,POPPY,,,,D,SIG,US,A/AC.105/INF.042,95.0,176,872,69.9,S,,,
197,S00599,1963-021C,[Solar Rad IV],1963 Jun 15,1963 Aug  1,1963 Aug  1,1963 Aug  1,,POPPY,,,,D,SIG,US,A/AC.105/INF.042,95.1,176,881,69.9,S,,SX*,Solar X-rays
198,S00600,1963-021D,,1963 Jun 15,1963 Jul 30,1963 Jul 30,1963 Jul 30,,POPPY,,,,D,SIG,US,A/AC.105/INF.042,95.2,176,886,69.9,S,,,
199,S00601,1963-021B,[Lofti IIA],1963 Jun 15,1963 Jul 18,1963 Jul 18,1963 Jul 18,,Lofti,,,,D,TECH,US,A/AC.105/INF.042,95.2,176,887,69.9,S,,,
200,S00604,1963-024A,[Tiros VII],1963 Jun 19,1968 Jun  1,1968 Jun  1,1968 Jun  1,,Tiros E,,,,C,MET,US,A/AC.105/INF.043,97.4,620,652,58.2,S,,,
201,S00608,1963-014C,,1963 May  9,1963 Aug  6,1963 Aug  6,1963 Aug  6,,TRS I,,,,D,TECH,US,A/AC.105/INF.040,166.5,3610,3680,87.3,S,,,
202,S00609,1963-025A,,1963 Jun 27,1963 Jul  1,1963 Jul  1,1963 Jul  1,,CORONA M,,,,D,IMG,US,A/AC.105/INF.043,90.1,204,412,80.8,S,,,
203,S00612,1963-026A,,1963 Jun 28,1963 Jun 29,1963 Jun 29,1963 Jun 29,,AFCRL,,,,C,SCI,US,A/AC.105/INF.043,102.1,430,1304,49.8,S,,ATM/P*,"Atm. composition, ions"
204,S00613,1963-027A,,1963 Jun 29,1963 Jul  9,1963 Jul  9,1963 Jul  9,,SAMOS F-2,,,,D,SIG,US,A/AC.105/INF.043,94.9,502,580,82.4,S,,,
205,S00614,1963-025B,[Hitchhiker],1963 Jun 27,1963 Sep,1963 Sep,1963 Sep,,EHH A,,,,C,SCI,US,A/AC.105/INF.045,132.6,324,4131,82.1,S,,P/F*,Magnetosphere
206,S00618,1963-028A,,1963 Jul 12,1963 Jul 13,1963 Jul 13,1963 Jul 13,,AFP-206,,,M,D,IMG,US,A/AC.105/INF.045,88.2,179,200,95.4,S,,,
207,S00621,1963-029A,,1963 Jul 19,1963 Jul 23,1963 Jul 23,1963 Jul 23,,CORONA M,,,,D,IMG,US,A/AC.105/INF.047,89.8,193,332,82.8,S,,,
208,S00622,1963-030A,,1963 Jul 19,1963 Jul 30,1963 Jul 30,1963 Jul 30,,Midas ETS-III,,,,D,EW,US,A/AC.105/INF.047,167.9,3667,3735,88.4,S,,,
209,S00624,1963-030D,,1963 Jul 19,1963 Jul 19,1963 Jul 19,1963 Jul 19,,DASH,,,,D,CAL,US,A/AC.105/INF.047,168.0,3662,3752,88.4,S,,,
210,S00626,1963-032A,,1963 Jul 31,1963 Aug  2,1963 Aug  2,1963 Aug  2,,LANYARD,,,,D,IMG,US,A/AC.105/INF.047,90.6,160,465,74.7,S,,,
211,S00629,1963-014G,,1963 May  9,1963 May 15,1963 May 15,1963 May 15,,Westford TP,,,,D,COM,[US],,,,,,S,,,Package containing West Ford dipoles
212,S00632,1963-033A,Cosmos 19,1963 Aug  6,1964 Mar 30,1964 Mar 30,1964 Mar 30,,DS-P1,,,,D,CAL,SU,A/AC.105/INF.046,,270,519,49.0,S,,,
213,S00634,1963-031A,[Syncom II],1963 Jul 26,1969 Apr,1969 Apr,1969 Apr,,Syncom,,,M,C,COM,US,A/AC.105/INF.047,1454.1,35584,36693,33.1,S,,,
214,S00635,1963-030B,,1963 Jul 19,1963 Nov  7,1963 Nov  7,1963 Nov  7,,TRS I,,,,D,TECH,US,A/AC.105/INF.047,167.9,3671,3741,88.4,S,,,
215,S00636,1963-034A,,1963 Aug 25,1963 Sep  6,1963 Sep  6,1963 Sep  6,,CORONA J,,,,D,IMG,US,A/AC.105/INF.049,89.5,169,326,75.0,S,,,
216,S00637,1963-035A,,1963 Aug 29,1963 Sep  1,1963 Sep  1,1963 Sep  1,,CORONA ARGON,,,,D,IMG,US,A/AC.105/INF.049,90.8,295,326,81.9,S,,,
217,S00638,1963-035B,,1963 Aug 29,1963 Aug 29?,1963 Aug 29?,1963 Aug 29?,,1SMT,,,,D,TECH,US,A/AC.105/INF.049,92.0,315,422,81.9,S,,,
218,S00641,1963-036A,,1963 Sep  6,1963 Sep  8,1963 Sep  8,1963 Sep  8,,AFP-206,,,M,D,IMG,US,A/AC.105/INF.050,,,,,S,,,
219,S00668,1963-037A,,1963 Sep 23,1963 Oct  4,1963 Oct  4,1963 Oct  4,,CORONA J,,,,D,IMG,US,A/AC.105/INF.052,90.6,162,442,74.9,S,,,
220,S00670,1963-038B,,1963 Sep 28,1963 Dec 22,1963 Dec 22,1963 Dec 22,,Transit 5,,,,D,NAV,US,A/AC.105/INF.052,107.4,1090,1152,89.9,S,,,
221,S00671,1963-038C,,1963 Sep 28,1974 Nov,1974 Nov,1974 Nov,,Transit 5E,,,,C,SCI,US,A/AC.105/INF.052,107.4,1076,1137,89.9,S,,P*,Radiation belts
222,S00673,1963-040A,Cosmos 20,1963 Oct 18,1963 Oct 26,1963 Oct 26,1963 Oct 26 0710?,,Zenit-2 LKI,,,D,D,IMG,SU,A/AC.105/INF.051,,206,311,65.0,S,,,
223,S00674,1963-039A,,1963 Oct 17,1969 Jun,1969 Jun,1969 Jun,,Vela,,,,D,EW,US,A/AC.105/INF.054,6300.0,102098,111137,38.3,S,,,
224,S00675,1963-039B,,1963 Oct 17,1964?,1964?,1964?,,TRS II,,,,C,SCI,US,A/AC.105/INF.054,2340.0,208,103852,36.7,S,,P,Particles
225,S00677,1963-041A,,1963 Oct 25,1963 Oct 27,1963 Oct 27,1963 Oct 27,,AFP-206,,,D,D,IMG,US,A/AC.105/INF.054,,,,,S,,,
226,S00681,1963-042A,,1963 Oct 29,1963 Nov  6,1963 Nov  6,1963 Nov  6,,CORONA ARGON,,,,D,IMG,US,A/AC.105/INF.054,90.9,278,351,89.9,S,,,
227,S00682,1963-042B,,1963 Oct 29,1965 May 11,1965 May 11,1965 May 11,,EHH A,,,,C,SCI,US,A/AC.105/INF.054,93.4,311,562,89.9,S,,P,Radiation belts
228,S00683,1963-043A,Polet 1,1963 Nov  1,1963 Nov,1963 Nov,1963 Nov,,IS Polyot,,,M,D,TECH,SU,A/AC.105/INF.051,,343,1437,58.9,S,,,
229,S00687,1963-044A,Cosmos 21,1963 Nov 11,1963 Nov 11,1963 Nov 11,1963 Nov 11,,3MV,,,,C,PLAN,SU,A/AC.105/INF.051,,195,229,64.8,F,,PL,"Venus probe, failed"
230,S00689,1963-045A,Cosmos 22,1963 Nov 16,1963 Nov 22,1963 Nov 22,1963 Nov 22 0945?,,Zenit-4,,,D,D,IMG,SU,A/AC.105/INF.051,,205,394,64.9,S,,,
231,S00692,1963-039C,,1963 Oct 17,1968 Aug?,1968 Aug?,1968 Aug?,,Vela,,,,D,EW,US,A/AC.105/INF.054,6521.5,101077,117440,38.0,S,,,
232,S00693,1963-046A,[Explorer XVIII],1963 Nov 27,1965 Mar 25,1965 Mar 25,1965 Mar 25,,IMP,,,,C,SCI,US,A/AC.105/INF.057,5666.0,192,197616,33.3,S,,P/F*,Magnetosphere
233,S00694,1963-047A,[Centaur 2],1963 Nov 27,1963 Nov 27,1963 Nov 27,1963 Nov 27,,AC,,,,C,TECH,US,A/AC.105/INF.057,107.7,489,1763,30.4,S,,,
234,S00695,1963-048A,,1963 Nov 27,1963 Dec  2,1963 Dec  2,1963 Dec  2,,CORONA M,,,,D,IMG,US,A/AC.105/INF.057,90.1,176,381,70.0,U,,,
235,S00704,1963-049B,,1963 Dec  5,1964 Nov  1,1964 Nov  1,1971?,,Transit 5,,,,D,NAV,US,A/AC.105/INF.058,107.2,1074,1110,90.0,U,,,
236,S00705,1963-049C,,1963 Dec  5,1964 Mar  9,1964 Mar  9,1964 Mar  9,,Transit 5E,,,,C,SCI,US,A/AC.105/INF.058,107.2,1074,1110,90.0,U,,P*,Radiation belts
237,S00707,1963-050A,Cosmos 23,1963 Dec 13,1964?,1964?,1964?,,Omega-1,,,,C,TECH,SU,A/AC.105/INF.056,,240,613,49.0,U,,,
238,S00711,1963-051A,,1963 Dec 18,1963 Dec 18,1963 Dec 18,1963 Dec 18,,AFP-206,,,M,D,IMG,US,A/AC.105/INF.059,,,,,U,,,
239,S00712,1963-052A,Cosmos 24,1963 Dec 19,1963 Dec 28,1963 Dec 28,1963 Dec 28 0740?,,Zenit-2 A,,,D,D,IMG,SU,A/AC.105/INF.056,,211,408,65.0,U,,,
240,S00714,1963-053A,[Explorer XIX],1963 Dec 19,1963 Dec 19,1963 Dec 19,1963 Dec 19,,Explorer AD,,,,C,SCI,US,A/AC.105/INF.059,115.9,590,2399,78.6,U,,ATM*,Drag sphere
241,S00716,1963-054A,[Tiros VIII],1963 Dec 21,1967 Jun 30,1967 Jun 30,1967 Jun 30,,Tiros E,,,,C,MET,US,A/AC.105/INF.059,99.3,693,763,58.5,U,,,
242,S00718,1963-055A,,1963 Dec 21,1963 Dec 26,1963 Dec 26,1963 Dec 26,,CORONA M,,,,D,IMG,US,A/AC.105/INF.059,89.7,178,337,64.9,U,,,
243,S00719,1963-055B,,1963 Dec 21,1964 Mar 12,1964 Mar 12,1964 Mar 12,,EHH A,,,,C,SCI,US,A/AC.105/INF.059,91.7,317,394,64.5,U,,P*,Particles
244,S00727,1964-001A,,1964 Jan 11,1964 Jan 30,1964 Jan 30,1964 Jan 30,,AFTRACK,,,,D,SIG*,US,A/AC.105/INF.062,103.5,906,937,69.9,U,,,Marked as PL in UN
245,S00728,1964-001B,,1964 Jan 11,1968 Jan,1968 Jan,1968 Jan,,POPPY,,,,D,SIG,US,A/AC.105/INF.062,103.5,902,941,70.0,U,,,
246,S00729,1964-001C,[EGRS],1964 Jan 11,1965 Sep,1965 Sep,1965 Sep,,Secor II,,,,D,GEOD,US,A/AC.105/INF.062,103.5,906,937,69.9,U,,GEOD,Geodesy
247,S00730,1964-001D,[NRL Solar Rad],1964 Jan 11,1966 Jul,1966 Jul,1966 Jul,,POPPY,,,,D,SIG/AST,US,A/AC.105/INF.062,103.5,907,937,69.9,U,,SX*,Solar X-rays
248,S00731,1964-001E,,1964 Jan 11,1965?,1965?,1965?,,POPPY,,,,D,SIG,US,A/AC.105/INF.062,103.5,893,951,69.9,U,,,
249,S00734,1964-002B,,1964 Jan 19,1964 Jul 10,1964 Jul 10,1964 Jul 10,,P35,,,,D,MET,US,A/AC.105/INF.063,101.2,806,824,99.0,U,,,
250,S00735,1964-002C,,1964 Jan 19,1965 Mar 17,1965 Mar 17,1965 Mar 17,,P35,,,,D,MET,US,A/AC.105/INF.063,101.2,806,827,99.0,U,,,
251,S00737,1964-003A,[Relay Two],1964 Jan 21,1965 Sep 26,1965 Sep 26,1965 Sep 26,,Relay,,,,C,COM,US,A/AC.105/INF.063,194.7,2087,7415,46.3,U,,,
252,S00740,1964-004A,[Echo 2],1964 Jan 25,1964?,1964?,1964?,,Echo,,,,C,COM,US,A/AC.105/INF.063,108.8,1031,1316,81.5,U,,,
253,S00744,1964-005A,Saturn SA-5,1964 Jan 29,1964 Jan 29,1964 Jan 29,1964 Jan 29,,Saturn Block II,,,,C,TECH,[US],,,,,,U,,,
254,S00746,1964-006A,Electron I,1964 Jan 30,1964 Mar,1964 Mar,1964 Mar,,ObjectD,,,,C,SCI,SU,A/AC.105/INF.060,,406,7100,61.0,U,,ION/MM/P*,Radiation belts/ionosphere
255,S00747,1964-007A,[Ranger VI],1964 Jan 30,1964 Feb  2,1964 Feb  2,1964 Feb  2,,Ranger III,,,,C,PLAN,US,A/AC.105/INF.063,,,,,U,,PL,"Lunar probe, failed"
256,S00748,1964-006B,Electron II,1964 Jan 30,1964 Jun,1964 Jun,1964 Jun,,ObjectD,,,,C,SCI,SU,A/AC.105/INF.060,,460,68200,61.0,U,,ION/MM/P/F*,Radiation belts/ionosphere
257,S00752,1964-008A,,1964 Feb 15,1964 Feb 22,1964 Feb 22,1964 Feb 22,,CORONA J,,,,D,IMG,US,A/AC.105/INF.064,90.9,192,448,75.1,U,,,
258,S00754,1964-009A,,1964 Feb 25,1964 Feb 27,1964 Feb 27,1964 Feb 27,,AFP-206,,,M,D,IMG,US,A/AC.105/INF.065,87.8,160,173,95.6,U,,,
259,S00757,1964-010A,Cosmos 25,1964 Feb 27,1964 Nov 21,1964 Nov 21,1964 Nov 21,,DS-P1,,,,D,CAL,SU,A/AC.105/INF.060,,272,526,49.0,U,,,
260,S00759,1964-011A,,1964 Feb 28,1964 Mar 11,1964 Mar 11,1964 Mar 11,,SAMOS F-2,,,,D,SIG,US,A/AC.105/INF.065,94.6,486,513,82.1,U,,,
261,S00764,1964-012A,,1964 Mar 11,1964 Mar 14,1964 Mar 14,1964 Mar 14,,AFP-206,,,M,D,IMG,US,A/AC.105/INF.067,89.8,143,386,95.8,U,,,
262,S00766,1964-013A,Cosmos 26,1964 Mar 18,1964 Apr  1,1964 Apr  1,1964 Apr  1,,DS-MG,,,,C,SCI,SU,A/AC.105/INF.066,,271,403,49.0,U,,F*,Magnetic field study
263,S00771,1964-015A,[Ariel II],1964 Mar 27,1964 Sep?,1964 Sep?,1964 Sep?,,UK,,,,C,SCI,US*,A/AC.105/INF.068,101.3,293,1349,51.6,U,,RFA/ATM/MM*,"Galactic radio noise, ozone"
264,S00772,1964-014A,Cosmos 27,1964 Mar 27,1964 Mar 27,1964 Mar 27,1964 Mar 27,,3MV,,,,C,PLAN,SU,A/AC.105/INF.066,,192,237,64.8,U,,PL,"Venus probe, failed"
265,S00779,1964-017A,Cosmos 28,1964 Apr  4,1964 Apr 12,1964 Apr 12,1964 Apr 12 0740?,,Zenit-2 A,,,D,D,IMG,SU,A/AC.105/INF.066,,209,395,65.0,U,,,
266,S00782,1964-018A,[Gemini GT-1],1964 Apr  8,1964 Apr  8,1964 Apr  8,1964 Apr  8,,Gemini,,,,C,SS,US,A/AC.105/INF.085,,,,,U,,,
